company_name,issue_date,search_vol_avg,search_avail
marketwatch media inc,1999-01-15,,0
netsolve inc,1999-09-29,,0
evci career colleges holding corp,1999-02-23,,0
genesisintermedia inc,1999-06-14,,0
bottomline technologies inc /de/,1999-02-12,,0
delphi corp,1999-02-04,,0
fatbrain com inc,1998-11-19,,0
serena software inc,1999-02-11,,0
modem media inc,1999-02-04,,0
verticalnet inc,1999-02-10,,0
vignette corp,1999-02-18,,0
onyx software corp/wa,1999-02-11,,0
allaire corp,1999-01-22,,0
life technologies corp,1999-02-26,,0
rowecom inc,1999-03-08,,0
ivillage inc,1999-03-18,,0
cnx resources corp,1999-04-30,,0
webtrends corp,1999-02-19,,0
intraware inc,1999-02-25,,0
flashnet communications inc,1999-03-16,,0
valley media inc,1999-03-26,,0
ziff davis inc,1999-03-30,,0
neon systems inc,1999-03-05,,0
boyds collection ltd,1999-03-05,,0
booking holdings inc,1999-03-29,,0
about inc,1999-03-24,,0
onemain com inc,1999-03-25,,0
compucredit corp,1999-04-22,,0
tc pipelines lp,1999-05-24,,0
pepsi bottling group inc,1999-03-30,,0
hlth corp,1999-02-10,,0
multex com inc,1999-03-17,,0
autoweb inc,1999-03-26,,0
usinternetworking inc,1999-04-08,,0
cheap tickets inc,1999-03-19,,0
value america inc /va,1999-04-08,,0
razorfish inc,1999-04-26,,0
delia s corp,1999-04-09,,0
mks instruments inc,1999-03-29,,0
critical path inc,1999-03-29,,0
destia communications inc,1999-05-05,,0
plx technology inc,1999-04-05,,0
ravenswood winery inc,1999-04-08,,0
ab watley group inc,1999-04-20,,0
provantage health services inc,1999-07-14,,0
extreme networks inc,1999-04-08,,0
stamford industrial group inc,1999-04-22,,0
flycast communications corp,1999-05-04,,0
netobjects inc,1999-05-07,,0
ixl enterprises inc,1999-06-02,,0
worldgate communications inc,1999-04-15,,0
appliedtheory corp,1999-04-30,,0
national medical health card systems inc,1999-07-28,,0
ssp solutions inc,1999-06-09,,0
seminis inc,1999-06-29,,0
proxicom inc,1999-04-19,,0
marimba inc,1999-04-29,,0
rhythms net connections inc,1999-04-06,,0
launch media inc,1999-04-23,,0
hearme,1999-04-29,,0
stancorp financial group inc,1999-04-15,,0
etoys inc,1999-05-19,,0
buca inc /mn,1999-04-21,,0
transcoastal corp,1999-04-06,,0
informatica llc,1999-04-28,,0
mapquest com inc,1999-05-03,,0
davids bridal inc,1999-05-21,,0
george foreman enterprises inc,1999-07-07,,0
ardent communications inc,1999-05-20,,0
thestreet inc,1999-05-10,,0
jmxi inc,1999-05-07,,0
comps com inc,1999-05-05,,0
latitude communications inc,1999-05-06,,0
portal software inc,1999-05-05,,0
biznessonline com inc/de,1999-05-12,,0
copper mountain networks inc,1999-05-12,,0
nautilus inc,1999-05-04,,0
wesco international inc,1999-05-11,,0
onesource information services inc,1999-05-19,,0
netradio corp,1999-10-14,,0
juno online services inc,1999-05-25,,0
drkoop com inc,1999-06-08,,0
careerbuilder inc,1999-05-11,,0
tenfold corp /ut,1999-05-20,,0
fashionmall com inc,1999-05-21,,0
manhattan bridge capital inc,1999-05-12,,0
alloy inc,1999-05-14,,0
pantry inc,1999-06-09,,0
maker communications inc,1999-05-10,,0
bankrate inc,1999-05-13,,0
ziplink inc,1999-05-26,,0
tuesday morning corp/de,1999-04-21,,0
radio one inc,1999-05-05,,0
women first healthcare inc,1999-06-28,,0
interliant inc,1999-07-07,,0
goldman sachs group inc,1999-05-03,,0
redback networks inc,1999-05-17,,0
at plan inc,1999-05-20,,0
maxus technology corp,1999-06-22,,0
cyclelogic inc,1999-05-25,,0
soundview technology group inc,1999-06-04,,0
nextcard inc,1999-05-14,,0
zany brainy inc,1999-06-03,,0
network access solutions corp,1999-06-04,,0
high speed access corp,1999-06-04,,0
high speed access corp,1999-06-04,,0
online resources corp,1999-06-04,,0
us concrete inc,1999-05-25,,0
prism financial corp,1999-05-25,,0
e loan inc,1999-06-28,,0
ditech networks inc,1999-06-09,,0
rubios restaurants inc,1999-05-21,,0
careinsite inc,1999-06-15,,0
great elm capital group inc,1999-06-10,,0
appnet inc /de/,1999-06-17,,0
globespanvirata inc,1999-06-23,,0
edgar online inc,1999-05-26,,0
interact commerce corp,1999-05-27,,0
liquent inc,1999-06-16,,0
mypoints com inc,1999-08-19,,0
lennox international inc,1999-07-28,,0
f networks inc,1999-06-04,,0
student advantage inc,1999-06-18,,0
viant corp,1999-06-17,,0
clarent corp/de,1999-07-01,,0
therma wave inc,2000-02-03,,0
us search corp com,1999-06-25,,0
software com inc,1999-06-23,,0
streamline com inc,1999-06-17,,0
mecklermedia corp,1999-06-25,,0
paradyne networks inc,1999-07-16,,0
overture services inc,1999-06-18,,0
ramp networks inc,1999-06-22,,0
yankee candle co inc,1999-07-01,,0
j global inc,1999-07-23,,0
northpoint communications group inc,1999-05-05,,0
sba communications corp,1999-06-16,,0
salon media group inc,1999-06-22,,0
salem media group inc /de/,1999-07-01,,0
watchguard technologies inc,1999-07-30,,0
juniper networks inc,1999-06-24,,0
sun community bancorp ltd,1999-07-02,,0
netscout systems inc,1999-08-12,,0
ariba inc,1999-06-22,,0
persistence software inc,1999-06-24,,0
nfront inc,1999-06-29,,0
id systems inc,1999-06-30,,0
audible inc,1999-07-15,,0
quokka sports inc,1999-07-27,,0
healthgate data corp,2000-01-25,,0
stampscom inc,1999-06-25,,0
digital island inc,1999-06-29,,0
commerce one inc,1999-07-01,,0
inventergy global inc,2000-02-04,,0
scientific learning corp,1999-07-21,,0
digex inc/de,1999-07-29,,0
showcase corp /mn,1999-06-29,,0
keith companies inc,1999-07-12,,0
ita holdings inc,1999-07-15,,0
cybersource corp,1999-06-23,,0
td waterhouse group inc,1999-06-23,,0
ask jeeves inc,1999-06-30,,0
primus knowledge solutions inc,1999-07-01,,0
encore capital group inc,1999-07-09,,0
liveworld inc,1999-07-19,,0
lq corp inc,1999-07-08,,0
biomarin pharmaceutical inc,1999-07-22,,0
leisure time casinos & resorts inc,1999-09-15,,0
medscape inc,1999-09-27,,0
efficient networks inc,1999-07-14,,0
nic inc,1999-07-15,,0
voyager net inc,1999-07-20,,0
be inc,1999-07-20,,0
bigstar entertainment inc,1999-08-02,,0
blockbuster inc,1999-08-10,,0
diadexus inc,1999-06-29,,0
gadzoox networks inc,1999-07-19,,0
engage inc,1999-07-20,,0
hoovers inc,1999-07-21,,0
prism technologies group inc,1999-07-22,,0
focal communications corp,1999-07-28,,0
data critical corp,1999-11-09,,0
tibco software inc,1999-07-13,,0
insight communications co inc,1999-07-21,,0
actua corp,1999-08-04,,0
art technology group inc,1999-07-20,,0
imagex com inc,1999-08-26,,0
jore corp,1999-09-23,,0
blackrock holdco inc,1999-10-01,,0
women com networks inc,1999-10-14,,0
ecollege com,1999-12-14,,0
mp com inc,1999-07-21,,0
nexprise inc,1999-07-26,,0
nh inc,1999-07-29,,0
aironet wireless communications inc,1999-07-29,,0
fairchild semiconductor international inc,1999-08-03,,0
plastic surgery co,1999-12-10,,0
tanning technology corp,1999-07-22,,0
drugstore com inc,1999-07-27,,0
biopure corp,1999-07-30,,0
u s interactive inc/pa,1999-08-09,,0
ftd com inc,1999-09-28,,0
packeteer inc,1999-07-27,,0
 flowers com inc,1999-08-02,,0
interactive pictures corp,1999-08-05,,0
cybergold inc,1999-09-22,,0
u s aggregates inc,1999-08-13,,0
airgate pcs inc /de/,1999-09-27,,0
novamed inc,1999-08-18,,0
netiq corp,1999-07-29,,0
life quotes inc,1999-08-03,,0
rockford corp,2000-04-20,,0
network plus corp,1999-06-29,,0
accrue software inc,1999-07-30,,0
cobalt group inc,1999-08-05,,0
garden com inc,1999-09-15,,0
mission critical software inc,1999-08-04,,0
move inc,1999-08-04,,0
tumbleweed communications corp,1999-08-05,,0
interactive intelligence inc,1999-09-22,,0
mdcm holdings inc,1999-08-11,,0
tickets com inc,1999-11-03,,0
splitrock services inc,1999-08-02,,0
red hat inc,1999-08-11,,0
altigen communications inc,1999-10-04,,0
luminant worldwide corp,1999-09-16,,0
yesmail com inc,1999-09-22,,0
dsl net inc,1999-10-06,,0
wink communications inc,1999-08-18,,0
pro after inc,1999-09-13,,0
itxc corp,1999-09-27,,0
cannapharmarx inc,1999-10-29,,0
active software inc,1999-08-12,,0
quest software inc,1999-08-12,,0
silverstream software inc,1999-08-16,,0
genentech inc,1999-07-19,,0
looksmart ltd,1999-08-19,,0
ipix corp,1999-08-25,,0
promotions com inc,1999-09-23,,0
headhunter net inc,1999-08-19,,0
labranche & co inc,1999-08-19,,0
interspeed inc,1999-09-24,,0
loislaw com inc,1999-09-29,,0
network commerce inc,1999-09-29,,0
lionbridge technologies inc /de/,1999-08-20,,0
aptimus inc,1999-09-27,,0
netro corp,1999-08-18,,0
vitria technology inc,1999-09-16,,0
agile software corp,1999-08-19,,0
vixel corp,1999-10-01,,0
telemate net software inc,1999-09-28,,0
digital insight corp,1999-09-30,,0
broadbase software inc,1999-09-22,,0
daleen technologies inc,1999-10-01,,0
paragon financial corp,1999-10-06,,0
swk holdings corp,1999-09-21,,0
alteon websystems inc,1999-09-23,,0
foundry networks llc,1999-09-27,,0
ashford com inc,1999-09-22,,0
keynote systems inc,1999-09-24,,0
e piphany inc,1999-09-21,,0
netzero inc,1999-09-23,,0
smartdisk corp,1999-10-05,,0
calico commerce inc/,1999-10-06,,0
spinnaker exploration co,1999-09-28,,0
homeservices com inc,1999-10-07,,0
gaia inc,1999-10-28,,0
united parcel service inc,1999-11-09,,0
egain corp,1999-09-23,,0
tivo solutions inc,1999-09-29,,0
netcentives inc,1999-10-13,,0
navisite llc,1999-10-22,,0
xm satellite radio holdings inc,1999-10-04,,0
catalyst health solutions inc,1999-12-14,,0
interwoven inc,1999-10-07,,0
vitaminshoppe com inc,1999-10-08,,0
charter communications inc /mo/,1999-11-08,,0
internap corp,1999-09-29,,0
martha stewart living omnimedia inc,1999-10-18,,0
intertrust technologies corp,1999-10-26,,0
viador inc,1999-10-26,,0
data return corp,1999-10-27,,0
predictive systems inc,1999-10-27,,0
netcreations inc,1999-11-12,,0
acme communications inc,1999-09-29,,0
jupiter communications inc,1999-10-08,,0
vascular solutions llc,2000-07-19,,0
charlotte russe holding inc,1999-10-19,,0
edison schools inc,1999-11-10,,0
world wrestling entertainmentinc,1999-10-18,,0
neuberger berman inc,1999-10-06,,0
trizetto group inc,1999-10-07,,0
trizetto group inc,1999-10-07,,0
resourcephoenix com,1999-10-14,,0
rstar corp,1999-10-19,,0
be free inc,1999-11-03,,0
igo corp,1999-10-13,,0
pc tel inc,1999-10-18,,0
sycamore networks inc,1999-10-21,,0
webvan group inc,1999-11-04,,0
suncom wireless holdings inc,1999-10-27,,0
mothernature com inc,1999-12-10,,0
bsquare corp /wa,1999-10-19,,0
pentastar communications inc,1999-10-26,,0
agilent technologies inc,1999-11-17,,0
exactis com inc,1999-11-19,,0
ltwc corp,1999-10-08,,0
crossroads systems inc,1999-10-19,,0
spanish broadcasting system inc,1999-10-27,,0
kratos defense & security solutions inc,1999-11-04,,0
fn estate inc,2000-02-08,,0
ibasis inc,1999-11-10,,0
cysive inc,1999-10-15,,0
nexcen brands inc,1999-10-20,,0
akamai technologies inc,1999-10-28,,0
illuminet holdings inc,1999-10-07,,0
mck communications inc,1999-10-22,,0
web street inc //,1999-11-17,,0
doughertys pharmacy inc,1999-11-10,,0
plug power inc,1999-10-28,,0
next level communications inc,1999-11-09,,0
sonicwall inc,1999-11-10,,0
sage inc/ca,1999-11-11,,0
aspect medical systems inc,2000-01-27,,0
immersion corp,1999-11-12,,0
imanage inc,1999-11-17,,0
jesup & lamont inc,2002-04-09,,0
collectors universe inc,1999-11-05,,0
rainmaker systems inc,1999-11-17,,0
jni corp,1999-10-26,,0
virata corp,1999-11-16,,0
deltathree inc,1999-11-22,,0
pacwest telecomm inc,1999-11-03,,0
access plans usa inc,2000-02-08,,0
cobalt networks inc,1999-11-04,,0
freemarkets inc,1999-12-09,,0
ez auctions & shipping inc,2000-02-18,,0
rudolph technologies inc,1999-11-12,,0
smarterkids com inc,1999-11-23,,0
skillsoft corp,2000-01-31,,0
somera communications inc,1999-11-12,,0
quintus corp,1999-11-16,,0
retek inc,1999-11-17,,0
metasolv inc,1999-11-17,,0
ondisplay inc,1999-12-17,,0
quantum effect devices inc,2000-01-31,,0
finisar corp,1999-11-11,,0
packaging corp of america,2000-01-27,,0
netzee inc,1999-11-09,,0
getthere inc,1999-11-22,,0
preview systems inc,1999-12-08,,0
andover net inc,1999-12-08,,0
digital impact inc /de/,1999-11-22,,0
official payments corp,1999-11-22,,0
pnv inc,1999-11-23,,0
xo group inc,1999-12-01,,0
harris interactive inc,1999-12-06,,0
medicalogic/medscape inc,1999-12-09,,0
hancock john financial services inc,2000-01-26,,0
cartesian inc,1999-11-22,,0
landacorp inc,2000-02-08,,0
symyx technologies inc,1999-11-18,,0
digimarc corp,1999-12-02,,0
bgc partners inc,1999-12-10,,0
goremote internet communications inc,1999-12-15,,0
expedia inc,1999-11-09,,0
mcafee com corp,1999-12-01,,0
pfsweb inc,1999-12-02,,0
l inc,2000-01-28,,0
intellicheck inc,1999-11-18,,0
lifeminders inc,1999-11-19,,0
airnet communications corp,1999-12-06,,0
netratings llc,1999-12-08,,0
fogdog inc,1999-12-08,,0
proxim wireless corp,2000-02-01,,0
blue coat systems inc,1999-11-18,,0
ebenx inc,1999-12-10,,0
healthcentral com,1999-12-07,,0
interep national radio sales inc,1999-12-09,,0
t/r systems inc,2000-01-26,,0
t/r systems inc,2000-01-26,,0
caminus corp,2000-01-28,,0
erba diagnostics inc,2000-02-15,,0
egreetings network inc,1999-12-16,,0
alaska communications systems group inc,1999-11-17,,0
geeknet inc,1999-12-09,,0
caliper life sciences inc,1999-12-14,,0
infonet services corp,1999-12-15,,0
conversant inc,2000-03-30,,0
healthstream inc,2000-04-10,,0
trinsic inc,1999-12-15,,0
c bridge internet solutions inc,1999-12-17,,0
tularik inc,1999-12-09,,0
optio software inc,1999-12-14,,0
neoforma inc,2000-01-24,,0
xpedior inc,1999-12-15,,0
classic communications inc,1999-12-07,,0
telecorp wireless inc,1999-11-22,,0
telecorp wireless inc,1999-11-22,,0
maxygen inc,1999-12-15,,0
jeremys microbatch ice creams inc,2000-02-15,,0
centra software inc,2000-02-02,,0
centra software inc,2000-02-02,,0
emerge interactive inc,2000-02-04,,0
buy com inc,2000-02-07,,0
switchboard inc,2000-03-02,,0
lightspan inc,2000-02-10,,0
quovadx inc,2000-02-09,,0
vicinity corp,2000-02-08,,0
varsity group inc,2000-02-15,,0
hotels com,2000-02-25,,0
mediacom communications corp,2000-02-03,,0
dobson communications corp,2000-02-03,,0
savvis inc,2000-02-14,,0
apropos technology inc,2000-02-17,,0
extensity inc,2000-01-26,,0
fargo electronics inc,2000-02-10,,0
echapman inc,2000-06-15,,0
echapman inc,2000-06-15,,0
telzuit medical technologies inc,2000-06-12,,0
tritel inc,1999-12-13,,0
tritel inc,1999-12-13,,0
webmethods inc,2000-02-10,,0
choice one communications inc,2000-02-16,,0
turnstone systems inc,2000-01-31,,0
witness systems inc,2000-02-09,,0
metlife inc,2000-04-04,,0
metlife inc,2000-04-04,,0
sequenom inc,2000-01-31,,0
sequenom inc,2000-01-31,,0
organic inc,2000-02-09,,0
beasley broadcast group inc,2000-02-11,,0
vantagemed corp,2000-02-15,,0
agenus inc,2000-02-03,,0
iprint technologies inc,2000-03-07,,0
net communications inc,2000-03-06,,0
avanex corp,2000-02-03,,0
cypress communications inc,2000-02-09,,0
chordiant software inc,2000-02-15,,0
lante corp,2000-02-10,,0
inforte corp,2000-02-17,,0
aquantive inc,2000-02-28,,0
lenco mobile inc,2000-03-15,,0
ipet holdings inc,2000-02-10,,0
digitalthink inc,2000-02-24,,0
prime response inc/de,2000-03-02,,0
versata inc,2000-03-03,,0
palm inc,2000-03-01,,0
matrixone inc,2000-02-29,,0
costar technologies inc,2000-03-13,,0
verenium corp,2000-02-14,,0
divine inc,2000-07-11,,0
geopharma inc,2000-11-09,,0
krispy kreme doughnuts inc,2000-04-04,,0
wqn inc,2000-02-04,,0
homegrocer com inc,2000-03-09,,0
uagh inc,2000-03-16,,0
onvia inc,2000-02-29,,0
uproar inc,2000-03-16,,0
artemis international solutions corp,2000-04-07,,0
artemis international solutions corp,2000-04-07,,0
niku corp,2000-02-28,,0
net genesis corp,2000-02-29,,0
verado holdings inc,2000-03-07,,0
verado holdings inc,2000-03-07,,0
loudeye corp,2000-03-15,,0
register com inc,2000-03-02,,0
digitas inc,2000-03-13,,0
tippingpoint technologies inc,2000-03-17,,0
interwave communications international ltd,2000-01-28,,0
orapharma inc,2000-03-09,,0
directv broadband inc,2000-03-28,,0
i mobile inc,2000-04-06,,0
blaze software inc,2000-03-22,,0
henry bros electronics inc,2001-11-16,,0
insilicon corp,2000-03-22,,0
alliance data systems corp,2001-06-07,,0
eprise corp,2000-03-23,,0
digital lighthouse corp,2000-03-24,,0
coolsavings inc,2000-05-19,,0
integrated information systems inc,2000-03-17,,0
silicon laboratories inc,2000-03-23,,0
ulticom inc,2000-04-04,,0
purple communications inc,2000-04-06,,0
aclara biosciences inc,2000-03-20,,0
cabot microelectronics corp,2000-04-04,,0
intersil corp/de,2000-02-24,,0
moldflow corp,2000-03-27,,0
pec solutions inc,2000-04-19,,0
allos therapeutics inc,2000-03-27,,0
nextel partners inc,2000-02-22,,0
ardea biosciences inc/de,2000-03-27,,0
arrowpoint communications inc,2000-03-30,,0
websense inc,2000-03-27,,0
liveperson inc,2000-04-06,,0
liveperson inc,2000-04-06,,0
numerical technologies inc,2000-04-07,,0
ddi corp,2000-04-11,,0
crown media holdings inc,2000-05-03,,0
oratec interventions inc,2000-04-04,,0
saba software inc,2000-04-06,,0
ibeam broadcasting corp,2000-05-17,,0
intermune inc,2000-03-24,,0
tanox inc,2000-04-06,,0
qualstar corp,2000-06-23,,0
crossworlds software inc,2000-06-01,,0
vyyo inc,2000-04-04,,0
nuance communications,2000-04-12,,0
manufacturers services ltd,2000-06-22,,0
luminex corp,2000-03-30,,0
exelixis inc,2000-04-10,,0
virage inc,2000-06-28,,0
praecis pharmaceuticals inc,2000-04-26,,0
sequoia software corp,2000-05-12,,0
adolor corp,2000-11-13,,0
lexicon pharmaceuticals inc,2000-04-07,,0
genomic solutions inc,2000-05-05,,0
igo inc,2000-06-30,,0
mainspring inc,2000-07-26,,0
clicksoftware technologies ltd,2000-06-22,,0
otg software inc,2000-03-10,,0
metawave communications corp,2000-04-26,,0
otix global inc,2000-05-01,,0
click commerce inc,2000-06-26,,0
pinnacor inc,2000-08-02,,0
lexar media inc,2000-08-14,,0
seebeyond technology corp,2000-04-27,,0
convergent group corp,2000-07-31,,0
on semiconductor corp,2000-04-27,,0
orchid cellmark inc,2000-05-04,,0
icoria inc,2000-05-05,,0
sciele pharma inc,2000-05-31,,0
supportcom inc,2000-07-18,,0
embarcadero technologies inc,2000-04-19,,0
monogram biosciences inc,2000-05-02,,0
pixelworks inc,2000-05-18,,0
inspire pharmaceuticals inc,2000-08-02,,0
atherogenics inc,2000-08-09,,0
repeater technologies inc,2000-08-08,,0
new focus inc,2000-05-17,,0
sirenza microdevices inc,2000-05-24,,0
triton network systems inc,2000-07-12,,0
occam networks inc/de,2000-06-22,,0
resonate inc,2000-08-02,,0
exult inc,2000-06-02,,0
exult inc,2000-06-02,,0
community health systems inc,2000-06-08,,0
packard bioscience co,2000-04-19,,0
osca inc,2000-06-14,,0
omnivision technologies inc,2000-07-14,,0
omnivision technologies inc,2000-07-14,,0
srti blockchain generation inc,2000-07-12,,0
sonus inc,2000-05-24,,0
oni systems corp,2000-05-31,,0
ubiquitel inc,2000-06-07,,0
cassava sciences inc,2000-07-13,,0
i many inc,2000-07-13,,0
nogatech inc,2000-05-17,,0
carescience inc,2000-06-28,,0
interland inc,2000-07-25,,0
opnet technologies inc,2000-08-01,,0
stec inc,2000-09-29,,0
august technology corp,2000-06-14,,0
rosetta inpharmatics inc,2000-08-03,,0
evolve software inc,2000-08-09,,0
vermillion inc,2000-09-28,,0
intuitive surgical inc,2000-06-13,,0
capstone turbine corp,2000-06-28,,0
vicuron pharmaceuticals inc,2000-08-02,,0
marvell technology group ltd,2000-06-26,,0
integrated circuit systems inc,2000-05-22,,0
variagenics inc,2000-07-21,,0
handspring inc,2000-06-20,,0
entegris inc,2000-07-10,,0
webex communications inc,2000-07-27,,0
knova software inc,2000-08-24,,0
kosan biosciences inc,2000-10-05,,0
illumina inc,2000-07-27,,0
us unwired inc,2000-05-17,,0
efunds corp,2000-06-26,,0
tvia inc,2000-08-09,,0
universal compression holdings inc,2000-05-23,,0
universal compression holdings inc,2000-05-23,,0
peoplepc inc,2000-08-15,,0
ista pharmaceuticals inc,2000-08-21,,0
large scale biology corp,2000-08-09,,0
vastera inc,2000-09-28,,0
cepheid,2000-06-21,,0
genuity inc,2000-06-27,,0
network engines inc,2000-07-13,,0
h power corp,2000-08-09,,0
airspan networks inc,2000-07-19,,0
talarian corp,2000-07-20,,0
deltagen inc,2000-08-02,,0
signalsoft corp,2000-08-02,,0
stratos international inc,2000-06-26,,0
eroomsystem technologies inc,2000-08-02,,0
pharsight corp,2000-08-09,,0
cloudward inc,2000-07-31,,0
speechworks international inc,2000-07-31,,0
exe technologies inc,2000-08-04,,0
proxim corp,2000-07-31,,0
genaissance pharmaceuticals inc,2000-08-01,,0
iasiaworks inc,2000-08-02,,0
entravision communications corp,2000-08-02,,0
durect corp,2000-09-27,,0
corio inc,2000-07-20,,0
telecommunication systems inc /fa/,2000-08-08,,0
argonaut technologies inc,2000-07-19,,0
rti surgical inc,2000-08-10,,0
arena pharmaceuticals inc,2000-07-28,,0
cosine communications inc,2000-09-25,,0
pozen inc /nc,2000-10-10,,0
virage logic corp,2000-07-31,,0
rita medical systems inc,2000-07-26,,0
axcelis technologies inc,2000-07-10,,0
broadwing corp,2000-07-27,,0
zengine inc,2000-09-20,,0
microtune inc,2000-08-04,,0
vina technologies inc,2000-08-10,,0
bearingpoint inc,2001-02-07,,0
genencor international inc,2000-07-27,,0
infinity pharmaceuticals inc,2000-07-27,,0
innovative solutions & support inc,2000-08-03,,0
owireless solutions inc,2000-08-15,,0
cytocore inc,2000-07-26,,0
valicert inc,2000-07-27,,0
pemstar inc,2000-08-07,,0
soapstone networks inc,2000-07-27,,0
lantronix inc,2000-08-04,,0
medicines co /de,2000-08-07,,0
american medical systems holdings inc,2000-08-10,,0
dyax corp,2000-08-14,,0
viewlocity inc,2000-08-14,,0
peco ii inc,2000-08-17,,0
peco ii inc,2000-08-17,,0
integer holdings corp,2000-09-29,,0
 dimensional pharmaceuticals inc,2000-08-03,,0
california pizza kitchen inc,2000-08-02,,0
millennium cell inc,2000-08-09,,0
curon medical inc,2000-09-21,,0
mcdata corp,2000-08-09,,0
wj communications inc,2000-08-18,,0
viasource communications inc,2000-08-18,,0
inrange technologies corp,2000-09-21,,0
accord networks ltd,2000-06-28,,0
avistar communications corp,2000-08-17,,0
hydril co,2000-09-27,,0
integrated telecom express inc/ ca,2000-08-17,,0
chiles offshore inc/new/,2000-09-18,,0
omnisky corp,2000-09-20,,0
tapestry inc,2000-10-04,,0
medichem life sciences inc,2000-10-26,,0
equinix inc,2000-08-10,,0
proton energy systems inc,2000-09-28,,0
ttm technologies inc,2000-09-20,,0
elastic networks inc,2000-09-28,,0
westport resources corp,2000-10-19,,0
advanced switching communications inc,2000-10-04,,0
eden bioscience corp,2000-09-26,,0
informax inc,2000-10-02,,0
american physicians capital inc,2000-12-07,,0
endwave corp,2000-10-17,,0
road inc,2000-09-28,,0
stats chippac inc,2000-08-08,,0
oplink communications inc,2000-10-04,,0
